standard_gene_names,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig,-log10_FDR
CSNK1E,17614,CKIEPSILON,ENSG00000213923,0.0008321789758546,0.0832116136995807,0.3128966672867515,35,0,0.5045990625702711
RAB35,3914,H-RAY,ENSG00000111737,0.0008318675681948,0.2475207541410753,0.5646188922869352,24,0,0.24824459434585225
PEX16,5134,PBD8A,ENSG00000121680,0.0008315573776921,0.0513446206351838,0.2293193547769578,62,0,0.6395592888457359
ANKRD52,7749,ANKRD52,ENSG00000139645,0.0008313494424025,0.4171031294832216,0.7197771828157586,12,0,0.14280192474933745
LZTR1,2125,BTBD29,ENSG00000099949,0.0008313323060671,0.1650173361015564,0.4574434061233843,15,0,0.33966262821754145
PKN3,10332,UTDP4-1,ENSG00000160447,0.0008310849467913,0.53708457678118,0.7995831374738781,3,0,0.09713637335740521
PLXNC1,7099,PLXN-C1,ENSG00000136040,0.000830794744035,0.1305219472182652,0.4043428962626479,47,0,0.3932501824310287
CAT,5136,CAT,ENSG00000121691,0.000829962064635,0.0253829939901568,0.1406553509950427,53,0,0.8518437411851322
ANKDD1A,11746,ANKDD1A,ENSG00000166839,0.0008291958106888,0.3406184303620725,0.6586976226486594,9,0,0.18131390399803682
DDX52,19585,HUSSY19,ENSG00000278053,0.0008291435000058,0.2455727432408667,0.5618478117910042,37,0,0.25038130622828225
TMEM71,11324,TMEM71,ENSG00000165071,0.0008290966351826,0.0146650170856617,0.0963418881169498,90,0,1.0161848465960375
ZNF561,12815,ZNF561,ENSG00000171469,0.0008289633939663,0.4602823455146967,0.7505561639583016,12,0,0.12461680404091506
CKAP2,7111,LB1,ENSG00000136108,0.0008285713606867,0.1747993252410504,0.471286042017087,29,0,0.32671542246129226
ST3GAL4,3711,CGS23,ENSG00000110080,0.0008282011205499,0.8517749578688886,0.945775805531758,11,0,0.024211800130751793
TMEM222,15519,C1ORF160,ENSG00000186501,0.0008281655609607,0.1006335653245471,0.3476773796741266,30,0,0.45882356414065817
SMIM15,15955,C5ORF43,ENSG00000188725,0.0008278609863642,0.2231132601325974,0.5324936717914363,29,0,0.27368554905803233
KLRC4,14878,KLRC4,ENSG00000183542,0.0008278548717498,0.5908529288296775,0.831083023532815,5,0,0.08035558889806052
HIPK3,3741,HIPK3,ENSG00000110422,0.0008276534282555,0.1110764984927292,0.3701859819291703,59,0,0.43158003098040093
DHRS3,10579,RDH17,ENSG00000162496,0.0008276392084856,0.1425466208879283,0.4245874919742606,48,0,0.3720328039678794
PSMD10,2557,DJ889N15.2,ENSG00000101843,0.0008272277681451,0.5212695454653506,0.7894098932456637,19,0,0.10269743512941103
FBXL15,3436,JET,ENSG00000107872,0.0008272102405858,0.1644633462061089,0.4564835650198015,43,0,0.3405748539450127
GCAT,2178,GCAT,ENSG00000100116,0.0008269846439361,0.7201793053941945,0.896882723522544,1,0,0.0472643416346619
ZNF354C,13981,KID3,ENSG00000177932,0.0008264737469809,0.3721077377178979,0.6839081394959071,7,0,0.16500222750381405
NDUFS2,10122,MC1DN6,ENSG00000158864,0.0008263858998643,0.0931111912108797,0.3326367598219721,58,0,0.4780297584067003
ZNF532,1265,ZNF532,ENSG00000074657,0.0008263840125157,0.3490866821257397,0.6655816165858733,13,0,0.17679868179781555
